draw_idx,hiv.beta_m2f,hiv.rel_init_prev,hiv.dur_on_art,migration.rel_migration,structuredsexual.prop_f0,structuredsexual.m2_conc,structuredsexual.dur_sw
0,0.016498808540136748,0.599316212515915,7.7978159616316916,1.0837661446598077,0.882428398013595,6.106479239312265,5.433010540840388
1,0.026283671496961394,0.6261941268744974,5.892595769631232,0.6274506434029283,0.5581194235098679,4.433100381378468,8.362455213883848
2,0.02672515385469873,0.6967498990288706,9.39022304537088,0.9626944625947258,0.6995910994714283,6.43437060274618,11.865729297583213
3,0.020316084063749972,1.1231445728144607,7.112947906761916,1.0459958642379354,0.8270608719466989,3.5156753893123818,10.279979464948088
4,0.0056255400809022025,0.41699065009776615,7.635550353105739,0.8765084804135939,0.8460319105793344,5.395774888705553,8.624049479706741
5,0.034427722550041034,1.2030401685233783,5.514329210736853,0.4100917584029124,0.6325822902543837,2.825080308857414,11.881951779028233
6,0.022249094643013702,1.2913872901805348,6.126348823089655,0.7797285944279382,0.6831766725567219,6.953201992401317,14.8161402395727
7,0.031027112476502337,1.2763408739296251,3.6901909015340846,0.6525012299659961,0.6768799773235038,3.282081557522744,9.4514556455914
8,0.036674489486766666,0.45330828007374724,7.355160473820824,0.4971751596742038,0.5543188126169729,3.332087089567179,5.354834988100087
9,0.03243154160633498,0.8837562184661787,3.1017423910889157,0.34393398230452676,0.7354917073668172,2.3109526060200833,4.958066825804755
10,0.02369234718167722,1.4981716678123191,6.7626655116037675,0.6163656878023582,0.8060858907659304,4.57820309894443,12.856129471532618
11,0.005847700268873141,0.55528306938445,8.141936082758999,0.5861342306351376,0.8595888735096532,2.7008557921948166,6.079569985032233
12,0.03802179069467655,0.7150646536135177,6.557301788515759,1.161761346839788,0.7232717473840763,4.346280626903253,13.572962548537262
13,0.01257972803293647,1.1829987321682003,5.738696312738046,0.39999891615040384,0.6452191922704995,5.084778418202578,11.419720407230662
14,0.03548981332438475,0.7579071345175168,4.265538842938637,0.2761325321339352,0.7815487425798449,7.569394799645595,2.7495374464774462
15,0.034315233546038194,1.2252012427567829,3.8438994944033027,1.0004102865790523,0.6116999431440444,7.50217132994173,13.258384441432963
