draw_idx,hiv.beta_m2f,hiv.rel_init_prev,hiv.dur_on_art,structuredsexual.prop_f0,structuredsexual.m2_conc,structuredsexual.dur_sw
0,0.034664680900227916,1.1188603541931919,4.463026602719486,0.843863584384888,7.4979542289598555,5.562286141960959
1,0.01573786781146328,1.076209799826365,7.224379187494415,0.8221684415356108,3.0745064340292823,9.435964312515624
2,0.02748847593006844,0.918839263674438,2.5429157541709433,0.8595312009168121,6.4377788067136,2.9250466895523948
3,0.02293184991190472,0.8981235342487268,9.71869671546996,0.8752680677291662,5.059538106787172,13.247567247480191
4,0.03101642541387958,1.2032049825525648,6.701500865138626,0.8865375400938245,5.37872573740063,3.6789978489874438
5,0.026259221324729347,1.0130169608271877,5.810739450641308,0.6584781141797066,4.295422676697494,8.950494911930162
6,0.03373111930321978,0.6585823026842132,2.401223445372165,0.7109704837573062,3.3751338480956905,5.036586298380389
7,0.03258182440502283,0.5923121503008916,2.210581371816092,0.7015083467496307,6.205047787334911,10.786562750338085
8,0.03684165492115955,0.30726357008584765,5.648231932551392,0.8132430865701936,7.9250122996599615,11.587808120026422
9,0.012798015142582237,0.8063777916294461,3.933138852101586,0.717858191702516,7.693950592276031,2.8054617929410814
10,0.038386468769495474,1.0240290298557264,9.174189731384706,0.5988590267722497,2.2646351538848224,6.717218975865814
11,0.03556281563443073,1.3999526135246696,7.491005791155741,0.729400434491239,4.940670623336347,11.50032177994465
12,0.022227769355444144,1.3727313756047164,5.3556529815592535,0.672325301286264,6.15086882425586,14.658100166445278
13,0.030242926983966325,1.47548402068975,4.7484564084685,0.5876481225160886,2.7680929869913613,7.065949975053721
14,0.01336965115779426,1.1517744226891962,6.928836314192932,0.8310274523232097,4.15062135383075,14.37268004159508
15,0.01492996015369285,0.3731273161677982,8.877763690757781,0.6359466061371493,5.5999891615040385,4.427854759602351
16,0.01749090128808062,0.38918775495856317,6.148500314051332,0.7375937459460151,3.631923553673297,14.049538196235261
17,0.00509145709664079,0.6764649332151983,3.3020896886948163,0.7819205591006366,5.710010356306524,7.427227797342278
18,0.024857266717111384,0.7325711036802536,8.093714066537176,0.7868505839104536,6.685839637351333,8.873332007188246
19,0.039650414602274184,1.2508798052231271,9.331483991862987,0.617643945787262,3.854528798427597,12.184786012037542
20,0.007244247416875332,0.48024681264135477,3.7089438304381184,0.8007355585385437,3.554983780546891,7.660053724860964
21,0.019914301157264093,1.4519172152255784,6.4197338875471575,0.5579664988819913,6.843892762982439,4.986462721658637
22,0.02854215800343974,0.7556612453362241,4.981760952346673,0.7583276978257782,2.1099307987082034,12.444183500550263
23,0.017966663906603807,0.8474621140566432,4.190306753154272,0.8919607628026391,7.121247143930935,6.0111229214771305
24,0.024283604175541956,0.9660003081943089,9.900919346493174,0.5627276096196718,2.5102268103498724,13.603104203922463
25,0.020620004764493834,1.302626104412019,3.4372213980295534,0.6807438642091196,7.226697477840282,8.117481433266796
26,0.00957149955643154,0.4351219644454035,8.189124034213945,0.57776786556791,5.848677608984026,9.942211023954847
27,0.010351704919749112,0.5434821608194389,7.762566893060617,0.6463616323522523,2.942239590689322,10.48568630046556
28,0.01109345018820558,0.5058873231070597,3.009633745239956,0.6200633129240465,4.7714389759506215,2.0913887253633474
29,0.007989859548089312,1.2800120009737306,8.497266433679325,0.7668177069012383,4.40089543239435,4.0150031811342775
