draw_idx,hiv.beta_m2f,hiv.rel_init_prev,log_syph.beta_m2f,log_syph.rel_trans_primary,syph.time_to_undetectable,syph.p_symp_primary_f,syph.p_symp_primary_m,log_syph.rel_init_prev,syph_symp_test.rel_test,log_ng.beta_m2f,log_ct.beta_m2f,log_tv.beta_m2f,structuredsexual.prop_f0,structuredsexual.m2_conc,structuredsexual.dur_sw,log_hiv_syph.rel_sus_syph_hiv,log_hiv_syph.rel_trans_syph_hiv,retention_rank,gof,hiv_prev_2010_2020
75,0.0287476282974812,0.6594197116274727,-2.081520852803384,0.3166601667207888,16.759352980053862,0.5831440047748047,0.914813976971694,-0.8601105443218717,1.3233462566795653,-2.206541596888186,-2.44628524909467,-2.8074265446677744,0.7867694309790534,4.426618435614512,7.556882985656867,0.0965082012819161,0.2384650408515078,1,0.3929123208466874,0.1449328367988934
263,0.0076371184868225,0.8851494524551784,-2.0510931931666385,0.4508709814602482,19.903763171606343,0.3653003165469752,0.6075768217226098,-2.693665317291703,1.165447552716999,-1.7648678270620244,-1.6535624400217783,-1.633582016246852,0.6485948329559927,5.020765628139607,2.494205984702051,0.064247413517194,0.7121225898460419,2,0.485455357715895,0.0372831429036984
78,0.0211717626533129,0.8927429764096386,-2.243952108943028,0.0902080628637756,29.32758888162763,0.1239974309435783,0.5630124541472273,-3.807466264823344,0.737953717579966,-1.790601448469495,-1.5272947166423363,-1.2671713624587402,0.859649981122216,3.684687331667829,10.299478262179289,0.2493854120122228,0.1582143360209505,3,0.5124757898386552,0.1205658832713618
68,0.0238954531571012,0.330987536589422,-2.266049215358292,1.8731370303766717,19.47589883570909,0.4796193192317323,0.8603115299996591,-3.77694774287342,1.1520932222717764,-2.174716310079574,-2.5595365012595277,-1.6478763208796594,0.7734735892279816,2.647420090848554,5.672140445349803,0.7553901839457013,0.6109898672068055,4,0.6624148440289429,0.1308658826313058
236,0.017011967253575,1.1007074691869276,-1.9901798872722472,0.0432583879908296,11.89319529223804,0.5701600314158767,0.6190566007132138,-2.144657770693469,1.1260129507796672,-2.232998714863781,-1.3452688808255426,-2.324275775718087,0.7252523864540019,4.962112622839341,9.096361000275312,0.0633050651468676,0.2822599438981593,5,0.6682674596425368,0.107202725613211
343,0.017134096045221,0.6237350107634263,-1.6955351035506276,0.5245657298922187,22.635479487450887,0.3052917784180697,0.5008700902778289,-3.2549548096317227,0.8574208568724038,-1.9681791727315057,-1.765094088580479,-2.6626557560633826,0.6762009420579009,7.830817763529581,3.696767832274477,0.0055890154296169,0.0156062183993223,6,0.6920737575089749,0.1064213127861482
372,0.0262580003673457,0.317954517387794,-2.0243570189357696,2.160433732988905,10.804448841049211,0.551132485411412,0.5532071620894045,-2.2904760133208617,0.9143270419488844,-1.7163577698566606,-2.636624106273267,-1.1645836257844526,0.6027203499819751,2.2723774423744567,6.983392180714516,0.7046206498781017,0.1382455216145064,7,0.7726961695336542,0.1393249928494214
480,0.0148551592936388,1.0947606224129875,-2.1176052633887874,0.0178399151542787,26.385634518824524,0.4675377701793078,0.8741980057249048,-3.765022339192413,0.5616727759471223,-1.9893536864252868,-2.79879531145294,-0.8819679842370727,0.8251198415510598,6.237671695482728,8.064793222981272,0.0668233575540083,0.6016506201068854,8,0.7811353250164865,0.0930692832189466
340,0.0186695425441359,0.8167017493254425,-1.2341083813492404,0.008746657067889,14.203439279559674,0.494822907317975,0.9249174377688162,-3.2513023531648497,0.6987203337911427,-2.0448288297195414,-1.26505662139245,-1.475362404809028,0.7336375696331018,7.971626975280994,7.50624911661803,0.8837391386331408,0.6063679234742542,9,0.8603170159591634,0.1124240484604742
44,0.0153419640066048,0.3128259422137449,-1.926536039282729,0.6955933018676657,21.27511151130469,0.4914654798742568,0.5571910805869856,-3.4512456726865133,1.2907043701108176,-2.037613030852192,-1.5232999406593677,-2.652595001619453,0.6189153373137641,5.636637264332081,9.598174584637569,0.2187267595229384,0.7438545136853507,10,0.9385718920412875,0.0970452858179
13,0.0277510820713915,1.4130928714915445,-2.10505757270823,1.102267983809681,13.480092882063737,0.4923411906856263,0.5334247822921812,-2.5711625218393053,1.3956082615108296,-1.535909539985672,-2.1549012849428704,-2.4118062987820763,0.6843892142904042,5.830395721394097,3.886830543235587,0.8772018125604493,0.6475176053767205,11,0.9692549665786389,0.1439193963461066
462,0.0139087924226195,0.4292787125736838,-1.9585859591207797,0.2354915151194331,28.48921581310925,0.5481060156464941,0.944865523998058,-3.4435385701979917,0.5413016134193201,-2.113602057435646,-2.7016906617191254,-0.7364613676351639,0.6777709726145679,2.94361709469546,10.808063346845143,0.2338036935231118,0.3046438159062675,12,0.9759988417040798,0.0886144764799066
89,0.0239647690870526,0.7295061280778785,-2.091266749309124,0.3403555129548765,24.086380016668496,0.2315134793122661,0.7862988372976267,-2.8249073070164137,0.4053627791103638,-2.0806532173736243,-1.996851276625392,-2.3911473289637537,0.8985457683775318,6.747531461596322,5.082808016027249,0.4516970365366851,0.6830266377454801,13,0.9818039151143824,0.1309624836816082
494,0.0084238283759774,1.3618878871486502,-1.6299201514641166,1.0266740632743696,10.66710299677437,0.4717460099075702,0.7314986112416066,-3.312203919687541,0.9660329973164394,-1.6063204784229796,-0.9028937597599658,-0.7539907088840843,0.735424504911045,5.974784479000674,5.201341116185471,0.8296241602830544,0.9009841998100884,14,0.9857779316714944,0.0516097077560732
37,0.025934079671055,0.711605258799348,-2.162504955507308,0.5918336702190248,13.823164012516797,0.3498188531910901,0.8347727505292394,-1.0757737227110176,1.4781483735476673,-2.090651372034599,-0.7283795408894407,-1.3806498888928471,0.8463141338676698,4.9718894631856685,9.706523756815688,0.428904179197734,0.5657259092087389,15,0.9862732490647572,0.1410565216111066
277,0.0232889090776249,1.1510305099886944,-1.8047733827433616,1.159018213435919,13.446979223681328,0.5677040370919589,0.7726041283327355,-3.207734068628491,1.0155272385453713,-2.111169366836386,-2.384228358531137,-3.1018388769943788,0.5503856057218984,2.028297258788023,8.538441044590428,0.6456314277136509,0.4250303814495507,16,1.0280487953545148,0.1295954733199854
397,0.0133854715544389,0.915037766505667,-1.412959763589437,1.4971442859909618,27.061987532582933,0.5914398651760396,0.5848503684795487,-3.4962750468112054,1.4266789460970717,-1.3595909030847069,-1.2025160584631058,-2.6444799806698382,0.7534663393034886,3.600453387366107,8.907611855345753,0.3896832065762314,0.1872268446862195,17,1.0500213184874658,0.082695188660379
473,0.0163560992674362,1.2918419714005631,-1.51443952751587,0.1486591026248103,24.442498684946266,0.2966047528987178,0.8635695488417854,-3.797788254129237,0.6202144361920169,-1.4513183086094583,-0.9084544809922384,-2.178820349312443,0.6295313943166924,4.609923898572951,14.553434056575403,0.2700889078441306,0.6221699977203478,18,1.0806917092882649,0.1081721816887882
242,0.0050532494146635,0.4926074743883343,-1.896591467857527,1.7580661551551648,17.382307898283244,0.1486231209710174,0.5051673891724874,-3.747165252489951,1.383078739243227,-2.251350823693909,-1.3574429037709206,-2.792771800195536,0.8508485917824904,7.9947188481138545,9.245027359911187,0.4949986041146343,0.8784621812323645,19,1.087941352538066,0.0130697840492338
82,0.0083345815494791,1.0918020194450286,-2.0661938627416543,1.129965670125736,11.806061986800824,0.52727548545338,0.7296451524776617,-2.5774619179777805,0.9575160808157596,-1.4332789199264055,-2.668920677126265,-0.8626686307604197,0.8440939018122109,4.513557616184765,4.880973701188809,0.6986763734655229,0.675477548826044,20,1.1051247069650725,0.0491934598540984
374,0.0283200756954524,0.9523125997531848,-1.9422131441797528,1.283255996714449,15.292040562457814,0.5406429800152339,0.829937946393579,-2.875935562936173,0.8426175267921823,-2.037086749894391,-1.991422339106732,-1.568660009243679,0.7599389119350445,4.2759080944602665,3.330012042585662,0.1418592927531837,0.5530911401787586,21,1.1056917530882011,0.1436389612086572
123,0.0095208911929073,1.3712851157713977,-1.4261424867346428,1.8232759732000476,20.330555055230768,0.171895348037593,0.6248584181414855,-3.697761358099263,0.5454398204281664,-1.9969496799364537,-2.866792302404796,-2.883463567103827,0.6071412504593192,3.307393852631783,7.165142384571446,0.5292783590773839,0.000467725784398,22,1.1404425766729631,0.0561783967269816
65,0.0094462133911595,0.4024881532261574,-1.9865653622492012,0.4900294882796343,26.901230870806053,0.2712536002617403,0.670074066255322,-1.7790553794972652,1.4868987827410467,-1.2651626694390998,-0.9666603467032208,-1.6073269576246974,0.8403405055790276,6.000434206580779,11.34089546216992,0.8485773177544109,0.3204427407513345,23,1.1744373192547544,0.0507737304400128
240,0.0180060153745509,0.8626240423077767,-1.6726411420777751,0.3559935938181082,24.393066368319467,0.5900196853463202,0.8048759186410446,-1.011856268981671,1.365620828316749,-2.012604391124332,-0.7552151866016357,-1.5360013018141143,0.8082154783881457,3.8364242832693543,14.203210950503935,0.7456332683703348,0.7675030809661323,24,1.1830808246691713,0.1160495870136046
466,0.0183136485483073,0.6198757789224839,-1.4192423253781423,1.7933039813452003,19.56021124408815,0.1749959090931089,0.8024578192858782,-3.171606421940229,1.3157103331748996,-1.4788842386239265,-1.110465532143721,-2.4673912473994326,0.705224999214065,4.486180496200367,6.635472660249574,0.3849878943900276,0.4988224487545553,25,1.1866538528699504,0.109710057892722
403,0.0229662053518065,0.9291050447259428,-1.5811009503317623,0.6461405480731105,15.940074172731476,0.5739708804436032,0.6960998892457855,-3.564123092162051,1.0961801178930504,-1.3758156308076088,-2.047584284785457,-2.1350210947215498,0.6651831974447243,6.164470139056626,2.4368495542081328,0.3806883774024746,0.2577808181070907,26,1.187919393947802,0.127258305830466
382,0.0130078494390811,0.7751712785681403,-1.7779530202595977,0.1065640952599236,13.957848375564582,0.4639912952804552,0.9238700155075884,-3.533003307565208,1.0548890453939526,-2.0532787571197755,-1.0223333184771326,-2.760407992800845,0.7659621441722482,5.788368760393862,4.27426540644892,0.518647447158539,0.058738928497419,27,1.2457369535559344,0.0835502653112564
389,0.0099143352170315,0.3355101591675119,-2.2418423013794264,0.9933204196923122,14.45115859466567,0.3436494953431493,0.6533991042328284,-3.062865280836343,1.2681999870617635,-1.8426516393370296,-2.7268971101338497,-1.9068218410280413,0.6833553677576145,3.776756844311537,8.3217133024059,0.5812091756694862,0.0738200962311926,28,1.2552154866089449,0.0536341989371984
181,0.0138352157270673,0.735227836062258,-2.222862784136827,0.0795490629945948,20.02451398466558,0.2056537195794672,0.8469429185141846,-3.1799550854355183,0.7189992466740108,-1.8788864106666805,-1.9832195617789452,-3.04145863003854,0.6430358614962643,7.915478469989837,5.317337068467536,0.1305488135216715,0.0804745094517676,29,1.2774586389473452,0.089373366212283
