draw_idx,gof_rmse,n_terms,hiv.beta_m2f,hiv.rel_init_prev,hiv.dur_on_art,hiv.rel_death,hiv.rel_death_on_art,structuredsexual.prop_f0,structuredsexual.m2_conc,structuredsexual.dur_sw
404,0.20665647347092936,46,0.02015780150640073,1.4554234647793687,12.787802056594465,2.4052669745971746,1.1448332270917332,0.7452119033863567,7.170442455160783,14.964732259849116
265,0.21222873580967264,46,0.01993170584965965,1.3414809329784598,9.137668094553039,2.046999068217227,1.5912395707949782,0.5939447474996385,2.5665611864122115,12.265013143199223
149,0.21303673664799194,46,0.021257602166839275,0.9554214012016438,10.783058386731973,2.386638518023684,1.1348427563013743,0.6553614690164891,3.571216254241193,7.000882955083027
473,0.21327735853847946,46,0.018009014501571614,0.6261376803102356,16.271356358478812,2.05537240523904,1.8730335558771254,0.5622237253054899,7.943118204180585,13.414308287477338
419,0.2181546304249412,46,0.022343109920583602,0.564407224089623,13.550214540476905,2.139700604164698,1.6027260966294352,0.5687876212665188,4.674006339471343,10.794873803870818
299,0.2195321757951799,46,0.022616172660618765,0.8285615541694793,20.578745194398543,1.8982216943533772,1.5363815149360434,0.8668775556597188,4.985712596981822,12.613031234873892
6,0.22094825417609099,46,0.02001611537547889,1.1082061688628697,10.1903953755579,1.2233673773517078,1.9046206162890973,0.5678562277662056,2.2743986774461584,4.790380107498589
323,0.22377219074482235,46,0.023621267715674625,1.3105950112858924,15.158934511151045,2.128455055500055,0.8110516344285914,0.7217971208154154,6.378107114735358,13.599056426790142
197,0.22435186463858448,46,0.02301173772753649,0.3514206476173104,21.53756437839214,1.9394977631232455,1.8375064643320964,0.8728565516921698,3.3036489071617057,5.327113271370397
141,0.22552087823579897,46,0.018740012739544506,1.3597407089148363,11.204063101375414,2.4253206712031217,1.5999173279657588,0.8389994795645375,6.314755135033132,13.552142246738951
63,0.2281291311914587,46,0.024247909519070254,1.2114434150305644,24.11879012213693,2.4869008102857855,0.851852691539789,0.7367578403756737,4.1663169789319445,14.636702165226684
307,0.22999545046326209,46,0.020476866207577975,0.9159829648253406,11.85482728300394,1.7306515741832689,1.6318081488847023,0.7942042787406253,2.1994784361138504,12.791480664579828
267,0.23135110370501574,46,0.022067750493688386,1.3728953049935564,22.81272148331611,2.333464969037496,1.336211675818129,0.7407809642236294,4.792051676683524,5.777306238733168
11,0.2325453667943312,46,0.024506680831329657,1.3905549085615625,16.524326792926935,2.403920342556173,0.586685573961723,0.634154404938229,4.143989822813266,4.755626235833113
117,0.2328788240626566,46,0.024776747480441282,0.8540435514962561,22.116485451028595,2.2629887942634483,1.491198340605,0.7263367480163814,3.0199415595930983,8.07894610632493
146,0.23302033926450652,46,0.021741189073264985,1.1036227365149087,16.7803793108959,2.4086396069032263,0.56717252039675,0.8498273771927662,5.760652910466854,2.2087396837421456
75,0.24043846150873052,46,0.023955502609156767,1.4332494167388439,21.395618282995237,2.1662299743258093,1.111425959269873,0.8650105570724833,4.776430666173544,5.613904436691074
311,0.24227742437287028,46,0.024681186780920586,0.6583439994616942,8.864403890620387,2.2160538857430607,1.7181506163589433,0.674474918927241,7.89238257936441,2.9653123664778374
313,0.24289747299188227,46,0.021834126589551552,0.643295417765658,13.210325254236608,1.6283868087672533,1.9843845761940901,0.7720621532145284,3.91712084648481,13.645877869805695
456,0.24312156284008032,46,0.019391698729258364,0.7097008648514018,13.37317815755626,2.19741091225586,1.4670117180568554,0.8819377089505869,4.916483103288756,11.565354776502794
411,0.24423954384582003,46,0.02404478043158738,1.4829499071728711,11.830788960819305,2.1835475293171136,0.9858331406294052,0.5786689101274389,7.693632181442527,6.056061070075008
94,0.24622437445963244,46,0.025872223170649026,1.1810025521280558,12.516625547120158,2.428040922221242,0.6524088010650043,0.8162196107668944,4.6147470292140005,9.510659718943009
198,0.2473633928216682,46,0.026765451223822626,0.7597707008152061,23.82070281068963,2.0408025198796595,1.2364575696499585,0.6982107393335545,5.072398080154653,12.374149224780588
420,0.24827928764246357,46,0.02439097310733508,0.6486815301195052,14.60040353070893,2.2411394831154294,1.7909714142206996,0.5662454271081784,6.252094234716657,5.7439108054210966
317,0.2491057870648351,46,0.024538311977933658,0.4523244718218353,13.325562420901989,2.2510494315489353,1.6971104492822144,0.8511072932827582,4.722906352662355,12.730228187713717
476,0.2498393012353957,46,0.023394716377660673,0.7625391070038241,9.08325022396458,2.113865118403765,1.7143606436689656,0.7348995674124007,3.8620762135409956,10.439703402630931
350,0.25114743682104923,46,0.022930916595754,0.9979197813112965,15.134461370856748,1.495615151842404,1.1908410584605125,0.6368102917333494,4.005303320369068,11.09012183627288
119,0.25313382193901474,46,0.020438720930247414,1.314898959867301,15.498157920114005,1.9147925274054158,1.945092620323665,0.832070664724956,6.306971446521297,3.512560226020845
115,0.2533731415857422,46,0.019755825086986166,0.9192689042637572,15.780331083182228,1.9537020163576295,0.5906506512708731,0.5847802649248408,5.550328219468191,8.854270907088502
394,0.25421381287559686,46,0.018869309135833644,1.4359230023893488,17.996781028064753,2.073780327192484,0.641348600997369,0.699564389513545,3.728610476280541,14.053698845457625
8,0.2550319678666798,46,0.015502143532070512,1.460731096744175,10.67323588759621,1.4784861711089716,1.7754219539185134,0.6425790528390906,2.524785411625913,11.269196107586774
297,0.25838088331813414,46,0.023507308842964966,0.3130353731384878,18.619938618668158,2.0203971172558273,0.6729947911692113,0.7598737072712649,6.767639109466792,14.946132840439809
355,0.2588009969536252,46,0.023819571805926268,0.8308986358823236,20.295181633028577,2.0199806844909287,0.8188189134181897,0.8855121753364368,7.854024006459248,12.009270152011005
468,0.25881223007779547,46,0.022361422332844928,0.540938150468608,14.029524974329998,2.4151417454216983,0.7994831255261017,0.6812228391421786,3.468811104993711,4.0430374949386465
346,0.25901201844104677,46,0.02769274677687291,0.7456318066813316,15.64738126211111,2.088913677494104,1.5178852902318525,0.6011559617931742,3.140129720707304,7.4847822457487405
147,0.25957309082182956,46,0.01989066706156721,1.1574323679601404,20.517129624367136,1.3186419291907467,1.611661989395067,0.5892422109378734,3.656294727026981,5.9362628129274455
120,0.2597317970369268,46,0.018419145056163756,1.116418691401271,9.317402775447015,1.2323242435361612,1.7591834578870327,0.5979463031784051,3.9639820280202964,3.84658187802432
54,0.2599961478427901,46,0.0270562818153375,0.4335747209630236,12.03852466329724,1.9407875861629877,1.406756670048662,0.7814638891449727,3.978147434295757,4.895945263294822
112,0.260393055366236,46,0.01656237525729704,0.7970875940976093,8.502314249588363,1.5060569233897554,1.933697859293364,0.6261209620807631,2.2859513689393833,11.609791639106371
383,0.2613134972169331,46,0.019115177757248053,1.326628314852993,18.231632070736353,1.1983632686833525,1.1200567522022002,0.6079870038598569,7.179996947828072,6.013978307755305
365,0.26146849543700046,46,0.0181406411806166,1.4805564253194399,14.508284949522718,0.9649801124067723,1.199520695421733,0.6461723157821967,4.247748196508302,7.6222048946652805
461,0.26149593121775166,46,0.02077258790942304,0.9633901716876092,21.17167605556324,1.1815404452634004,0.855430773474829,0.6303815693070185,7.511712522001285,11.142230744487726
174,0.26192886308442825,46,0.021722725029717234,0.5345525006296163,10.635572736119055,1.9600316335496977,1.6544146870307022,0.7072250176538021,5.702220756651737,5.511173234067586
275,0.2631930797505831,46,0.01826900302733716,0.6857902353453688,12.19115446806158,1.2767709910056761,1.9535251553784436,0.7678635176655786,6.781817915086605,14.757286389860582
352,0.2632565859000696,46,0.022094701082895966,1.1790148877114328,12.862141214601555,2.266852089920607,0.46483828558477347,0.6524904004509542,4.0545364379289826,13.720139644612278
19,0.2639455553242773,46,0.024023483512929947,0.7775266580450328,15.454160480329175,2.034841340552644,1.305858829621574,0.7440434793309088,3.2865435105016694,3.8172533862877907
16,0.2652746967984517,46,0.023429949810365377,0.6020274961254636,19.05839170525607,1.4054227634963898,1.6436669106559318,0.5522584741096178,4.215126663259948,14.369289299515135
40,0.2657480672693594,46,0.022872601465815916,0.5709096258061662,22.19361647368187,2.056968120299951,0.6084147405714136,0.6571907399429897,3.043917138520252,7.9065176536307895
270,0.2658294642492273,46,0.021565841979691327,0.527165286389595,18.56892884019876,1.8330397044756823,0.7363631259358021,0.7716360226413236,2.174023766384462,6.752189919336736
158,0.2659398332917793,46,0.02269296142168535,0.3565674491409774,8.885467207995369,2.3659868148524876,1.223989480263158,0.8354874465952662,4.951552526648646,4.094184227920207
