draw_idx,hiv.beta_m2f,hiv.rel_init_prev,hiv.dur_on_art,hiv.rel_death,hiv.rel_death_on_art,structuredsexual.prop_f0,structuredsexual.m2_conc,structuredsexual.dur_sw
0,0.029646607700631683,1.0582146556962917,22.100732628298765,0.8135125980710155,0.2560506920485004,0.8649405372491429,7.740449242799264,5.25583513459167
1,0.008604198954152776,0.62940358147521,8.03806328976139,1.7340034134326763,0.3971793605584285,0.5618613793975574,3.5872356898143227,2.4479045289544787
2,0.03817534710453707,1.1733478580123198,8.02073678152673,1.3746956452398862,1.1744435965151732,0.5767099508727375,6.05591514245617,9.067291333265558
3,0.015245319453083432,0.711650991400355,14.170961220064546,0.6532762186683808,1.3347889463785008,0.8021863212481446,4.740160278584961,13.936599952314051
4,0.03190646335743899,0.9696201626071881,21.345092870532838,2.205117718224857,1.1068362370742937,0.738818410734496,6.173923777732906,9.291824768369985
5,0.014138626785891322,0.45793728102624276,19.714235554191212,2.163472240592178,0.702485231794247,0.7789302764145319,2.185869061030156,10.230315939125546
6,0.02001611537547889,1.1082061688628697,10.1903953755579,1.2233673773517078,1.9046206162890973,0.5678562277662056,2.2743986774461584,4.790380107498589
7,0.0075468900407793735,1.033282110474489,17.173151562818475,1.4463940487402216,1.9736117869761627,0.7952189604027965,6.010272520142958,12.162070453542917
8,0.015502143532070512,1.460731096744175,10.67323588759621,1.4784861711089716,1.7754219539185134,0.6425790528390906,2.524785411625913,11.269196107586774
9,0.03195483685836094,1.02811628344979,16.877330170488925,1.1391936940090037,0.7633923091974327,0.5586268223487186,6.976050139654088,8.018406799431574
10,0.029843878162977754,1.2585159026052968,20.190588413747363,1.6403860468684373,0.8888935310442957,0.8695313630598207,3.7685039358030585,12.330002022218384
11,0.024506680831329657,1.3905549085615625,16.524326792926935,2.403920342556173,0.586685573961723,0.634154404938229,4.143989822813266,4.755626235833113
12,0.011823458146450052,1.0789315988058303,10.530342605957212,1.1465862034267893,1.810983914505808,0.6678258724531794,6.229810291884132,9.222923998482605
13,0.009826908024670263,0.30390862363510623,8.990508679979941,2.014393333444768,1.5048028859212785,0.7877008614867973,7.6689847310131585,7.609778160166932
14,0.01768775158738985,1.4327609398459327,16.062124545401495,1.0717715178991623,1.3155177570049632,0.5930868899155309,4.021527789011138,13.531735165618205
15,0.038637249174762966,0.8731702992961414,14.758361995299813,2.153655908535391,0.6832711293769613,0.8379147819490764,4.660112928821343,9.431093511111628
16,0.023429949810365377,0.6020274961254636,19.05839170525607,1.4054227634963898,1.6436669106559318,0.5522584741096178,4.215126663259948,14.369289299515135
17,0.024990854222230206,0.8996699833129507,12.654803327062808,1.161708903415362,1.4483965925025593,0.7577765699430874,3.953392868015352,14.26256582838696
18,0.033701512203239255,0.3775762244726687,14.145978629485118,1.475934446963215,0.27199508077977996,0.6738453537429587,4.892449454795292,6.193317862485392
19,0.024023483512929947,0.7775266580450328,15.454160480329175,2.034841340552644,1.305858829621574,0.7440434793309088,3.2865435105016694,3.8172533862877907
20,0.03982184497792073,0.4437035261593596,21.320613094275295,1.3141066929636966,0.8714191852102808,0.8290524659709616,2.8796876789108277,14.871346504887901
21,0.03305507587476133,0.49423759804911704,8.077200885333072,0.8816146266975793,0.5023731906185899,0.705883461507107,7.877966282220564,7.764440882260126
22,0.020107972381102776,1.3239499024823989,17.228797880301485,1.7375700296013032,0.9496164271738612,0.8219363089836075,6.811399832143998,9.111292073200218
23,0.017090504593155746,1.1485098930180395,10.460847959246523,0.5453547337992463,1.0961402222880194,0.8064400258954613,2.8368272555390885,11.375876340952153
24,0.028328452436158027,1.217655534809388,14.974161380187176,1.9775651088982382,1.7911718280873197,0.880972107665396,2.766979894928194,4.720128869660908
25,0.015072440767384357,0.6406993447254206,13.03080013843056,2.439360424106045,0.22293362625899324,0.6185918271254803,7.4248156139243715,2.793633315173791
26,0.026257880757533936,1.4628571343822765,12.718382416286829,2.420368870181149,0.9244231643434666,0.7149383065866726,7.816669620664794,12.112979757769272
27,0.01652659481828457,1.04522134703957,12.614102811961708,0.7004933395518446,0.165191305137876,0.5611471912418764,5.499139933561816,12.270394548427367
28,0.023607708908260912,0.42192086158614034,11.958061274093431,1.8799878304967177,1.078467903130574,0.7374214335296928,7.7034947764354955,10.571176617632977
29,0.02412757931205966,0.32342919541562015,12.464299892985172,1.6117173041568524,0.48177885278874855,0.671695305639339,7.9973301094509885,2.608795774412305
